session_id,student_level,discipline,session_date,session_length_min,total_prompts,task_type,ai_assistance_level,final_outcome,used_again,satisfaction_rating
SESSION04166,Graduate,Engineering,2024/12/13,35,15,Coding,2,Assignment Completed,TRUE,1.4
SESSION04167,Undergraduate,Math,2024/11/03,12,2,Writing,4,Idea Drafted,TRUE,3.8
SESSION04168,Graduate,Computer Science,2025/01/18,12,2,Writing,2,Idea Drafted,FALSE,2.1
SESSION04169,Undergraduate,Math,2025/06/05,36,14,Writing,3,Assignment Completed,TRUE,1.9
SESSION04170,Undergraduate,Engineering,2024/07/05,11,2,Coding,3,Idea Drafted,TRUE,3.4
SESSION04171,High School,Engineering,2025/01/31,14,5,Homework Help,3,Assignment Completed,TRUE,3
SESSION04172,Graduate,Biology,2024/12/16,15,3,Coding,5,Idea Drafted,TRUE,3.8
SESSION04173,High School,Math,2025/04/23,14,5,Writing,5,Gave Up,TRUE,5
SESSION04174,High School,Biology,2024/10/21,27,10,Homework Help,4,Idea Drafted,TRUE,4.7
SESSION04175,Graduate,Math,2025/04/18,8,1,Studying,2,Confused,TRUE,2.2
SESSION04176,Undergraduate,History,2024/10/25,37,7,Coding,4,Assignment Completed,TRUE,4.1
SESSION04177,High School,Math,2024/09/17,16,3,Writing,4,Assignment Completed,TRUE,4.6
SESSION04178,High School,Computer Science,2024/09/06,20,4,Writing,4,Assignment Completed,TRUE,4.3
SESSION04179,Undergraduate,Psychology,2025/04/23,23,5,Research,4,Assignment Completed,FALSE,3.8
SESSION04180,Graduate,Computer Science,2025/01/06,32,15,Homework Help,3,Assignment Completed,TRUE,1.8
SESSION04181,Undergraduate,Biology,2025/05/02,6,1,Studying,4,Idea Drafted,FALSE,5
SESSION04182,High School,Engineering,2025/02/15,8,1,Writing,3,Idea Drafted,TRUE,3.6
SESSION04183,Undergraduate,Math,2024/07/05,6,1,Writing,2,Idea Drafted,FALSE,1
SESSION04184,Undergraduate,Biology,2024/12/06,14,4,Writing,2,Assignment Completed,TRUE,1.2
SESSION04185,Undergraduate,Biology,2024/08/13,12,2,Writing,4,Idea Drafted,TRUE,4.7
SESSION04186,Undergraduate,Psychology,2024/09/26,8,2,Studying,4,Idea Drafted,TRUE,3.7
SESSION04187,Graduate,Engineering,2025/05/22,31,8,Studying,5,Assignment Completed,TRUE,5
SESSION04188,Undergraduate,Biology,2025/04/23,2,1,Writing,5,Confused,TRUE,5
SESSION04189,Undergraduate,Biology,2024/11/14,17,7,Writing,5,Assignment Completed,TRUE,5
SESSION04190,High School,Engineering,2024/10/02,19,3,Research,2,Idea Drafted,TRUE,3.6
SESSION04191,High School,Business,2025/04/30,27,5,Research,4,Idea Drafted,TRUE,2.8
SESSION04192,Graduate,Math,2024/11/28,21,8,Research,4,Assignment Completed,FALSE,4.6
SESSION04193,Undergraduate,Biology,2025/05/30,6,1,Research,3,Gave Up,TRUE,2
SESSION04194,Graduate,Computer Science,2024/11/19,37,9,Writing,1,Idea Drafted,TRUE,1
SESSION04195,High School,Psychology,2025/04/24,20,8,Writing,3,Assignment Completed,FALSE,3.8
SESSION04196,High School,Computer Science,2024/08/13,7,2,Homework Help,4,Idea Drafted,TRUE,2.6
SESSION04197,High School,Engineering,2025/05/21,6,1,Coding,3,Gave Up,TRUE,2.7
SESSION04198,Graduate,Psychology,2025/02/25,28,9,Writing,3,Assignment Completed,TRUE,2.7
SESSION04199,Undergraduate,Business,2024/09/03,3,1,Homework Help,3,Idea Drafted,TRUE,2.5
SESSION04200,High School,Psychology,2025/04/19,7,1,Writing,4,Assignment Completed,TRUE,4.3
SESSION04201,High School,History,2024/12/03,9,2,Writing,5,Assignment Completed,TRUE,5
SESSION04202,Graduate,History,2024/11/01,9,1,Coding,3,Assignment Completed,TRUE,4.2
SESSION04203,Graduate,History,2025/03/23,14,2,Writing,3,Idea Drafted,TRUE,2.5
SESSION04204,Undergraduate,Engineering,2024/10/14,22,10,Writing,4,Idea Drafted,TRUE,4.2
SESSION04205,High School,Computer Science,2024/07/15,7,3,Studying,3,Confused,TRUE,1.4
SESSION04206,Undergraduate,Engineering,2024/08/05,17,3,Studying,3,Idea Drafted,TRUE,3.4
SESSION04207,Undergraduate,History,2024/11/24,22,5,Writing,2,Assignment Completed,TRUE,1.6
SESSION04208,High School,Computer Science,2025/02/24,12,3,Writing,2,Assignment Completed,TRUE,3.6
SESSION04209,Undergraduate,Engineering,2024/10/31,28,6,Coding,3,Assignment Completed,TRUE,3.9
SESSION04210,High School,History,2025/02/13,10,4,Studying,4,Assignment Completed,TRUE,2.9
SESSION04211,Undergraduate,Psychology,2025/02/15,21,6,Coding,5,Assignment Completed,TRUE,5
SESSION04212,High School,Computer Science,2024/11/05,9,2,Writing,4,Assignment Completed,TRUE,5
SESSION04213,Undergraduate,Computer Science,2024/09/20,9,4,Studying,3,Confused,FALSE,1.7
SESSION04214,Undergraduate,Business,2025/06/18,33,14,Studying,4,Idea Drafted,TRUE,3.9
SESSION04215,Undergraduate,Engineering,2024/07/14,12,2,Writing,5,Assignment Completed,TRUE,5
SESSION04216,High School,Business,2024/06/27,23,8,Research,3,Assignment Completed,TRUE,1.5
SESSION04217,Graduate,Biology,2025/03/20,21,5,Coding,4,Confused,FALSE,5
SESSION04218,Undergraduate,Psychology,2025/06/20,4,1,Homework Help,3,Gave Up,FALSE,2.3
SESSION04219,Undergraduate,Computer Science,2025/03/13,23,5,Homework Help,3,Assignment Completed,TRUE,2.8
SESSION04220,Undergraduate,Engineering,2024/12/06,59,13,Homework Help,4,Confused,FALSE,4.1
SESSION04221,Undergraduate,History,2024/08/25,17,4,Writing,2,Idea Drafted,TRUE,1
SESSION04222,High School,Business,2025/05/22,3,1,Coding,4,Confused,TRUE,4.7
SESSION04223,Undergraduate,Biology,2024/09/04,18,4,Coding,4,Assignment Completed,TRUE,3.4
SESSION04224,Graduate,Business,2024/08/08,9,4,Coding,5,Idea Drafted,TRUE,4
SESSION04225,Undergraduate,Math,2024/08/30,3,1,Writing,5,Assignment Completed,TRUE,5
SESSION04226,Undergraduate,History,2024/08/22,10,2,Coding,4,Assignment Completed,TRUE,4.1
SESSION04227,Graduate,Business,2024/10/16,20,7,Research,4,Assignment Completed,TRUE,3
SESSION04228,Undergraduate,Psychology,2024/09/02,21,6,Writing,5,Assignment Completed,TRUE,5
SESSION04229,Graduate,Computer Science,2025/04/15,18,4,Studying,3,Idea Drafted,TRUE,3.5
SESSION04230,Undergraduate,History,2025/04/29,3,1,Studying,4,Idea Drafted,TRUE,4.8
SESSION04231,High School,Computer Science,2024/12/16,13,3,Homework Help,4,Confused,TRUE,4.4
SESSION04232,Undergraduate,Psychology,2024/12/07,42,12,Studying,4,Assignment Completed,TRUE,4.3
SESSION04233,Graduate,Biology,2025/06/01,4,1,Coding,4,Assignment Completed,TRUE,5
SESSION04234,Undergraduate,Psychology,2024/12/26,17,4,Coding,4,Gave Up,FALSE,5
SESSION04235,Undergraduate,Psychology,2025/03/20,30,10,Studying,4,Assignment Completed,TRUE,4.7
SESSION04236,High School,Biology,2025/03/06,39,14,Homework Help,2,Assignment Completed,TRUE,2
SESSION04237,Undergraduate,Psychology,2024/12/25,17,7,Studying,4,Idea Drafted,FALSE,3.4
SESSION04238,Undergraduate,Business,2024/10/22,7,1,Research,4,Idea Drafted,TRUE,4.5
SESSION04239,Undergraduate,History,2024/11/26,27,6,Studying,2,Confused,TRUE,2
SESSION04240,Undergraduate,History,2024/08/15,19,6,Studying,3,Assignment Completed,TRUE,3.3
SESSION04241,Undergraduate,Engineering,2025/04/16,26,5,Coding,3,Assignment Completed,TRUE,3.3
SESSION04242,High School,Business,2024/10/24,5,1,Studying,4,Assignment Completed,TRUE,4.8
SESSION04243,Undergraduate,History,2025/02/17,8,3,Homework Help,4,Assignment Completed,TRUE,2.4
SESSION04244,Graduate,Psychology,2024/07/20,3,1,Brainstorming,5,Idea Drafted,TRUE,4.9
SESSION04245,Undergraduate,History,2024/11/22,29,8,Coding,3,Assignment Completed,TRUE,3.1
SESSION04246,High School,Psychology,2024/07/04,31,9,Homework Help,3,Confused,FALSE,4.3
SESSION04247,Undergraduate,Math,2024/08/03,2,1,Coding,2,Assignment Completed,TRUE,1
SESSION04248,Undergraduate,Psychology,2024/07/24,25,10,Homework Help,4,Confused,FALSE,4.7
SESSION04249,Undergraduate,Psychology,2024/08/31,20,5,Research,3,Idea Drafted,TRUE,2.5
SESSION04250,High School,Biology,2024/10/11,7,2,Studying,5,Assignment Completed,FALSE,5
SESSION04251,High School,Engineering,2025/03/26,19,5,Coding,4,Confused,FALSE,4.7
SESSION04252,Undergraduate,Engineering,2024/08/01,37,12,Studying,4,Idea Drafted,FALSE,3.8
SESSION04253,Undergraduate,Biology,2024/07/29,6,1,Homework Help,3,Confused,FALSE,2.7
SESSION04254,High School,Math,2024/11/15,16,5,Studying,3,Confused,FALSE,2.6
SESSION04255,Undergraduate,Computer Science,2025/06/12,11,2,Writing,5,Assignment Completed,FALSE,4.1
SESSION04256,High School,Engineering,2025/05/20,25,5,Homework Help,2,Idea Drafted,TRUE,1.8
SESSION04257,High School,Math,2025/01/05,6,2,Writing,2,Idea Drafted,TRUE,2.3
SESSION04258,High School,Math,2025/05/06,24,9,Studying,4,Idea Drafted,TRUE,4.7
SESSION04259,Graduate,Math,2024/09/29,17,5,Writing,3,Idea Drafted,TRUE,2.2
SESSION04260,High School,Business,2025/01/17,27,9,Studying,3,Idea Drafted,TRUE,2.6
SESSION04261,Undergraduate,Biology,2025/04/29,15,6,Homework Help,2,Confused,TRUE,2.4
SESSION04262,Graduate,Computer Science,2025/01/10,87,23,Homework Help,4,Assignment Completed,TRUE,4.4
SESSION04263,Undergraduate,Computer Science,2025/02/27,16,3,Coding,3,Assignment Completed,TRUE,2.7
SESSION04264,Undergraduate,Business,2024/11/21,5,1,Coding,3,Assignment Completed,TRUE,3.2
SESSION04265,Undergraduate,History,2024/07/17,26,11,Writing,4,Assignment Completed,TRUE,5
SESSION04266,High School,Biology,2024/06/26,8,1,Writing,4,Assignment Completed,TRUE,3.8
SESSION04267,Graduate,Engineering,2025/04/15,27,12,Writing,5,Idea Drafted,FALSE,5
SESSION04268,Undergraduate,Math,2025/06/10,23,8,Coding,5,Assignment Completed,FALSE,5
SESSION04269,High School,Business,2025/01/18,22,5,Coding,3,Assignment Completed,TRUE,3.7
SESSION04270,Graduate,Computer Science,2024/06/29,35,16,Coding,4,Confused,TRUE,4.1
SESSION04271,High School,Biology,2024/08/05,39,17,Writing,4,Assignment Completed,TRUE,5
SESSION04272,Undergraduate,History,2024/12/25,52,15,Homework Help,3,Assignment Completed,FALSE,2.8
SESSION04273,Undergraduate,Business,2025/02/07,10,3,Research,4,Assignment Completed,FALSE,3.3
SESSION04274,Undergraduate,Engineering,2025/01/10,27,5,Homework Help,5,Assignment Completed,FALSE,5
SESSION04275,Undergraduate,Computer Science,2024/11/24,36,10,Coding,3,Assignment Completed,TRUE,3.1
SESSION04276,Undergraduate,Computer Science,2024/12/27,20,5,Writing,3,Idea Drafted,TRUE,3.4
SESSION04277,High School,Psychology,2025/03/27,21,4,Writing,4,Assignment Completed,TRUE,4.4
SESSION04278,Undergraduate,Computer Science,2025/01/02,20,8,Writing,1,Idea Drafted,TRUE,1.2
SESSION04279,Undergraduate,Biology,2025/01/27,15,5,Coding,4,Assignment Completed,TRUE,3.7
SESSION04280,Undergraduate,Psychology,2024/08/12,15,4,Writing,4,Assignment Completed,FALSE,3.5
SESSION04281,Graduate,Psychology,2024/09/08,8,2,Coding,3,Idea Drafted,TRUE,4.2
SESSION04282,Undergraduate,History,2025/05/29,14,4,Writing,2,Idea Drafted,TRUE,2.2
SESSION04283,Undergraduate,Engineering,2024/07/24,8,1,Brainstorming,4,Assignment Completed,FALSE,3.7
SESSION04284,Undergraduate,Business,2024/08/30,7,1,Coding,2,Assignment Completed,TRUE,2.4
SESSION04285,Undergraduate,Psychology,2025/02/03,22,4,Writing,2,Confused,FALSE,1.7
SESSION04286,Undergraduate,Computer Science,2025/02/10,1,1,Writing,4,Assignment Completed,TRUE,3.4
SESSION04287,High School,Business,2025/06/01,5,1,Writing,5,Idea Drafted,FALSE,4.3
SESSION04288,Undergraduate,History,2025/06/24,38,16,Writing,3,Assignment Completed,TRUE,2.1
SESSION04289,Undergraduate,Biology,2024/11/10,16,3,Homework Help,3,Idea Drafted,FALSE,5
SESSION04290,High School,History,2024/12/13,10,2,Writing,4,Assignment Completed,TRUE,5
SESSION04291,Undergraduate,Computer Science,2025/06/20,29,7,Coding,4,Assignment Completed,TRUE,4.9
SESSION04292,Undergraduate,Business,2025/04/25,21,4,Coding,4,Assignment Completed,TRUE,4.1
SESSION04293,Undergraduate,Business,2025/06/07,5,1,Homework Help,3,Assignment Completed,FALSE,2.9
SESSION04294,Undergraduate,Biology,2024/06/29,34,11,Studying,5,Idea Drafted,FALSE,4
SESSION04295,Undergraduate,Computer Science,2025/06/20,20,6,Homework Help,5,Idea Drafted,TRUE,5
SESSION04296,Undergraduate,Math,2025/05/01,20,6,Homework Help,2,Assignment Completed,TRUE,2
SESSION04297,Undergraduate,Computer Science,2024/10/08,3,1,Studying,4,Assignment Completed,TRUE,4.2
SESSION04298,Graduate,Biology,2024/12/14,33,11,Research,5,Confused,TRUE,5
SESSION04299,Graduate,History,2024/08/15,1,1,Homework Help,4,Assignment Completed,TRUE,4.7
SESSION04300,Undergraduate,Business,2025/03/29,10,2,Brainstorming,3,Idea Drafted,FALSE,2.2
SESSION04301,Undergraduate,History,2024/11/29,38,10,Coding,4,Assignment Completed,TRUE,4.1
SESSION04302,Undergraduate,Biology,2025/04/27,16,5,Studying,2,Gave Up,TRUE,1.8
SESSION04303,Graduate,Biology,2024/10/04,15,3,Homework Help,3,Assignment Completed,TRUE,1.2
SESSION04304,Graduate,Psychology,2025/05/21,17,4,Homework Help,4,Assignment Completed,TRUE,3.9
SESSION04305,Graduate,Psychology,2024/08/26,16,5,Coding,4,Idea Drafted,FALSE,5
SESSION04306,Undergraduate,Computer Science,2025/02/27,25,9,Homework Help,5,Assignment Completed,TRUE,4.6
SESSION04307,Undergraduate,Biology,2025/05/05,79,23,Writing,4,Assignment Completed,TRUE,4.5
SESSION04308,High School,Engineering,2024/12/06,15,3,Writing,2,Idea Drafted,FALSE,2.5
SESSION04309,Graduate,Biology,2024/07/23,19,5,Coding,3,Assignment Completed,TRUE,4.1
SESSION04310,Graduate,Biology,2024/08/20,16,3,Writing,4,Idea Drafted,TRUE,4
SESSION04311,High School,Business,2025/04/03,51,12,Homework Help,4,Assignment Completed,FALSE,3.6
SESSION04312,Undergraduate,Engineering,2024/08/06,57,13,Homework Help,3,Idea Drafted,TRUE,2.3
SESSION04313,Undergraduate,Business,2025/06/16,14,5,Homework Help,4,Assignment Completed,TRUE,3.2
SESSION04314,Undergraduate,Psychology,2024/08/26,9,3,Writing,3,Idea Drafted,FALSE,3.2
SESSION04315,Undergraduate,Engineering,2024/07/14,33,12,Studying,3,Idea Drafted,TRUE,3.3
SESSION04316,Undergraduate,Computer Science,2024/09/11,4,1,Writing,3,Assignment Completed,TRUE,3.1
SESSION04317,High School,Business,2025/01/15,6,1,Studying,4,Assignment Completed,TRUE,4
SESSION04318,Graduate,Computer Science,2024/09/29,28,9,Studying,4,Idea Drafted,TRUE,3.4
SESSION04319,Graduate,History,2024/09/20,43,18,Coding,2,Gave Up,TRUE,1.1
SESSION04320,Undergraduate,Business,2025/04/05,15,5,Writing,4,Idea Drafted,FALSE,3.8
SESSION04321,Undergraduate,Business,2025/04/15,58,17,Studying,5,Assignment Completed,TRUE,4
SESSION04322,High School,Math,2025/06/02,16,4,Homework Help,3,Assignment Completed,TRUE,3.2
SESSION04323,High School,Math,2024/12/26,13,3,Studying,4,Idea Drafted,TRUE,4.7
SESSION04324,High School,Computer Science,2024/11/03,19,4,Writing,3,Idea Drafted,TRUE,2.6
SESSION04325,Undergraduate,History,2024/09/20,13,2,Writing,5,Assignment Completed,TRUE,5
SESSION04326,High School,Psychology,2024/12/08,14,2,Studying,5,Assignment Completed,TRUE,5
SESSION04327,High School,Computer Science,2024/11/05,2,1,Homework Help,3,Assignment Completed,FALSE,2.2
SESSION04328,High School,Psychology,2025/03/21,30,11,Coding,3,Idea Drafted,TRUE,2.5
SESSION04329,Graduate,Engineering,2025/02/07,10,3,Studying,2,Assignment Completed,TRUE,3.1
SESSION04330,Undergraduate,Math,2025/04/03,48,22,Writing,4,Idea Drafted,FALSE,4.9
SESSION04331,Undergraduate,Biology,2024/11/20,3,1,Brainstorming,2,Assignment Completed,TRUE,1.5
SESSION04332,Undergraduate,Math,2025/05/26,36,11,Homework Help,3,Assignment Completed,FALSE,2.9
SESSION04333,Undergraduate,Math,2025/04/12,11,4,Writing,2,Idea Drafted,FALSE,1.7
SESSION04334,Undergraduate,Psychology,2025/01/16,36,12,Homework Help,5,Assignment Completed,TRUE,5
SESSION04335,Undergraduate,Psychology,2024/07/12,3,1,Writing,3,Assignment Completed,FALSE,2.3
SESSION04336,High School,History,2024/12/20,8,3,Writing,4,Assignment Completed,TRUE,3.2
SESSION04337,High School,History,2025/01/25,20,5,Homework Help,3,Assignment Completed,TRUE,3.2
SESSION04338,Undergraduate,Computer Science,2024/11/07,11,2,Brainstorming,4,Assignment Completed,TRUE,4.3
SESSION04339,Undergraduate,Math,2025/05/08,15,4,Writing,3,Assignment Completed,FALSE,3
SESSION04340,Undergraduate,Computer Science,2025/02/25,9,4,Homework Help,4,Assignment Completed,TRUE,4.5
SESSION04341,Undergraduate,Math,2024/08/28,16,3,Studying,4,Idea Drafted,TRUE,3.1
SESSION04342,Undergraduate,Business,2024/11/14,49,16,Writing,3,Assignment Completed,TRUE,3.1
SESSION04343,Undergraduate,Engineering,2024/10/04,12,3,Writing,5,Confused,FALSE,3.8
SESSION04344,High School,Psychology,2025/01/09,54,13,Writing,3,Assignment Completed,TRUE,2.9
SESSION04345,Undergraduate,Engineering,2024/08/30,27,8,Homework Help,5,Assignment Completed,TRUE,3.9
SESSION04346,Graduate,Math,2024/10/22,24,8,Homework Help,3,Confused,FALSE,3.6
SESSION04347,Graduate,Math,2024/08/12,21,4,Writing,3,Idea Drafted,TRUE,2.9
SESSION04348,Undergraduate,Business,2024/08/10,7,2,Coding,2,Assignment Completed,FALSE,1
SESSION04349,Undergraduate,Business,2025/03/11,73,21,Brainstorming,3,Idea Drafted,TRUE,2.9
SESSION04350,High School,Computer Science,2025/01/26,16,7,Writing,3,Assignment Completed,TRUE,2.8
SESSION04351,Undergraduate,Business,2025/03/20,3,1,Homework Help,4,Assignment Completed,FALSE,3.4
SESSION04352,Undergraduate,Business,2025/04/11,14,2,Coding,4,Assignment Completed,TRUE,4.5
SESSION04353,Undergraduate,Business,2024/09/22,6,1,Coding,4,Assignment Completed,FALSE,4.2
SESSION04354,Graduate,Math,2025/01/05,17,7,Studying,2,Assignment Completed,TRUE,2.1
SESSION04355,Undergraduate,Engineering,2024/10/27,30,8,Studying,3,Assignment Completed,TRUE,2.8
SESSION04356,High School,Psychology,2025/05/31,24,9,Studying,5,Idea Drafted,TRUE,5
SESSION04357,Undergraduate,History,2024/09/30,33,14,Writing,2,Assignment Completed,TRUE,2.7
SESSION04358,Graduate,Math,2024/11/11,15,3,Writing,3,Assignment Completed,FALSE,2.4
SESSION04359,Undergraduate,History,2025/04/29,18,3,Homework Help,4,Confused,TRUE,4.7
SESSION04360,Graduate,History,2025/04/12,56,14,Coding,3,Confused,FALSE,2.9
SESSION04361,Undergraduate,Engineering,2024/10/06,7,3,Studying,5,Idea Drafted,TRUE,4.4
SESSION04362,Undergraduate,Business,2024/07/12,65,16,Brainstorming,4,Idea Drafted,FALSE,5
SESSION04363,Graduate,Biology,2024/07/06,51,16,Coding,2,Idea Drafted,TRUE,1.7
SESSION04364,Graduate,Psychology,2025/03/13,17,4,Writing,4,Assignment Completed,FALSE,4.1
SESSION04365,Undergraduate,Biology,2024/12/07,15,3,Writing,4,Idea Drafted,TRUE,4.6
SESSION04366,Undergraduate,History,2024/09/30,10,3,Studying,4,Confused,TRUE,3.8
SESSION04367,Undergraduate,Biology,2024/10/20,23,7,Writing,4,Assignment Completed,TRUE,3.6
SESSION04368,Graduate,Engineering,2025/03/04,14,4,Studying,4,Confused,FALSE,4.9
SESSION04369,Undergraduate,Math,2024/11/13,34,9,Research,3,Assignment Completed,TRUE,2.6
SESSION04370,Undergraduate,History,2024/10/12,21,6,Coding,4,Assignment Completed,TRUE,4.8
SESSION04371,High School,Biology,2025/03/04,18,4,Writing,3,Gave Up,FALSE,1.4
SESSION04372,Undergraduate,Psychology,2024/12/22,7,1,Writing,3,Assignment Completed,TRUE,3.4
SESSION04373,Undergraduate,Math,2024/11/02,50,12,Brainstorming,2,Gave Up,FALSE,2.4
SESSION04374,Undergraduate,Business,2025/04/07,42,19,Brainstorming,3,Idea Drafted,FALSE,3.1
SESSION04375,Graduate,Biology,2024/08/19,18,4,Research,4,Idea Drafted,TRUE,3.7
SESSION04376,Undergraduate,Biology,2025/05/27,17,5,Writing,3,Assignment Completed,TRUE,2.3
SESSION04377,Undergraduate,Psychology,2024/09/08,37,13,Studying,2,Gave Up,TRUE,3.1
SESSION04378,Undergraduate,Math,2025/05/18,4,1,Coding,5,Assignment Completed,FALSE,4.9
SESSION04379,Undergraduate,History,2025/05/31,22,5,Coding,4,Assignment Completed,TRUE,4
SESSION04380,Graduate,Engineering,2024/07/23,16,3,Writing,3,Idea Drafted,TRUE,1
SESSION04381,Undergraduate,History,2024/08/06,45,9,Studying,4,Assignment Completed,TRUE,2.6
SESSION04382,Undergraduate,Math,2024/08/17,3,1,Writing,2,Idea Drafted,FALSE,1.4
SESSION04383,Undergraduate,Psychology,2024/09/07,3,1,Studying,4,Idea Drafted,FALSE,3.3
SESSION04384,High School,Business,2024/08/22,41,12,Coding,2,Idea Drafted,TRUE,1.9
SESSION04385,Undergraduate,Math,2025/06/21,6,2,Homework Help,1,Confused,FALSE,1
SESSION04386,Undergraduate,Math,2025/03/27,33,7,Homework Help,2,Idea Drafted,TRUE,1.6
SESSION04387,Undergraduate,Business,2024/12/14,54,14,Writing,4,Gave Up,TRUE,3.9
SESSION04388,Graduate,Biology,2024/10/12,3,1,Studying,3,Assignment Completed,FALSE,3.5
SESSION04389,Undergraduate,Biology,2025/04/18,24,6,Homework Help,3,Confused,FALSE,2.8
SESSION04390,Undergraduate,Engineering,2025/01/18,9,3,Writing,3,Idea Drafted,FALSE,2.9
SESSION04391,Undergraduate,Psychology,2025/02/17,4,1,Research,3,Idea Drafted,FALSE,2.6
SESSION04392,Undergraduate,Biology,2025/04/17,14,4,Coding,4,Assignment Completed,FALSE,3.9
SESSION04393,Undergraduate,Biology,2025/04/06,23,8,Homework Help,2,Assignment Completed,TRUE,2.3
